log_message,severity
2023-10-31T08:34:13.039689+01:00 Managed Standby Recovery Canceled (FRET) Completed: ALTER DATABASE RECOVER  managed standby database cancel,0
2023-10-31T08:34:27.756521+01:00 alter database drop standby logfile group 7 Completed: alter database drop standby logfile group 7,0
2023-10-31T08:34:30.636223+01:00 alter database drop standby logfile group 8 Completed: alter database drop standby logfile group 8,0
2023-10-31T08:34:33.292240+01:00 alter database drop standby logfile group 9 Completed: alter database drop standby logfile group 9,0
2023-10-31T08:34:36.290914+01:00 alter database drop standby logfile group 10 Completed: alter database drop standby logfile group 10,0
2023-10-31T08:34:39.155508+01:00 alter database drop standby logfile group 11 Completed: alter database drop standby logfile group 11,0
2023-10-31T08:34:42.964189+01:00 alter database drop standby logfile group 12 Completed: alter database drop standby logfile group 12,0
2023-10-31T08:34:45.828191+01:00 alter database drop standby logfile group 13 Completed: alter database drop standby logfile group 13,0
2023-10-31T08:37:30.399837+01:00 alter database add standby logfile thread 1 group 7 ('/redolog/FRET/standby_redo01_1.log') size 600M ORA-301 signalled during: alter database add standby logfile thread 1 group 7 ('/redolog/FRET/standby_redo01_1.log') size 600M...,2
2023-10-31T08:37:57.761041+01:00 alter database add standby logfile thread 1 group 7 ('/redolog/FRET/standby_redo01_1.log') size 600M,0
2023-10-31T08:37:59.597025+01:00 Completed: alter database add standby logfile thread 1 group 7 ('/redolog/FRET/standby_redo01_1.log') size 600M,0
2023-10-31T08:38:04.681982+01:00 alter database add standby logfile thread 1 group 8 ('/redolog/FRET/standby_redo02_1.log') size 600M,0
2023-10-31T08:38:06.505357+01:00 Completed: alter database add standby logfile thread 1 group 8 ('/redolog/FRET/standby_redo02_1.log') size 600M,0
2023-10-31T08:38:10.341156+01:00 alter database add standby logfile thread 1 group 9 ('/redolog/FRET/standby_redo03_1.log') size 600M,0
2023-10-31T08:38:12.170729+01:00 Completed: alter database add standby logfile thread 1 group 9 ('/redolog/FRET/standby_redo03_1.log') size 600M,0
2023-10-31T08:38:16.184494+01:00 alter database add standby logfile thread 1 group 10 ('/redolog/FRET/standby_redo04_1.log') size 600M,0
2023-10-31T08:38:18.014095+01:00 Completed: alter database add standby logfile thread 1 group 10 ('/redolog/FRET/standby_redo04_1.log') size 600M,0
2023-10-31T08:38:22.793635+01:00 alter database add standby logfile thread 1 group 11 ('/redolog/FRET/standby_redo05_1.log') size 600M,0
2023-10-31T08:38:24.632747+01:00 Completed: alter database add standby logfile thread 1 group 11 ('/redolog/FRET/standby_redo05_1.log') size 600M,0
2023-10-31T08:38:28.795498+01:00 alter database add standby logfile thread 1 group 12 ('/redolog/FRET/standby_redo06_1.log') size 600M,0
2023-10-31T08:38:30.605829+01:00 Completed: alter database add standby logfile thread 1 group 12 ('/redolog/FRET/standby_redo06_1.log') size 600M,0
2023-10-31T08:38:34.880450+01:00 alter database add standby logfile thread 1 group 13 ('/redolog/FRET/standby_redo07_1.log') size 600M,0
2023-10-31T08:38:36.753684+01:00 Completed: alter database add standby logfile thread 1 group 13 ('/redolog/FRET/standby_redo07_1.log') size 600M,0
2023-10-31T08:38:59.935227+01:00 alter database recover managed standby database disconnect from session,0
2023-10-31T08:38:59.937306+01:00 Attempt to start background Managed Standby Recovery process (FRET) Starting background process MRP0,0
"2023-10-31T08:38:59.976264+01:00 MRP0 started with pid=8, OS id=6292188",0
2023-10-31T08:38:59.978803+01:00 Background Managed Standby Recovery process started (FRET),0
2023-10-31T08:39:05.019016+01:00 Started logmerger process,0
2023-10-31T08:39:05.033469+01:00 PR00 (PID:20316536): Managed Standby Recovery starting Real Time Apply,0
2023-10-31T08:39:06.246635+01:00 Parallel Media Recovery started with 32 slaves,0
2023-10-31T08:39:06.283919+01:00 stopping change tracking,0
2023-10-31T08:39:06.326246+01:00 TT02 (PID:30540068): Waiting for all non-current ORLs to be archived,0
2023-10-31T08:39:06.327858+01:00 TT02 (PID:30540068): All non-current ORLs have been archived,0
2023-10-31T08:39:06.330483+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:39:06.332551+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00367: checksum error in log file header ORA-00316: log 1 of thread 1, type 0 in header is not log file ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log' TT02 (PID:30540068): Clearing ORL LNO:1 /redolog/FRET/redo011_1.log Clearing online log 1 of thread 1 sequence number 0",2
2023-10-31T08:39:06.338195+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:39:06.340105+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00367: checksum error in log file header ORA-00316: log 1 of thread 1, type 0 in header is not log file ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_1.log'",2
2023-10-31T08:39:06.409687+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:39:06.442478+01:00 PR00 (PID:20316536): Media Recovery Waiting for T-1.S-1886,0
2023-10-31T08:39:06.473007+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:06.543667+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00313: open failed for members of log group 1 of thread 1 ORA-00312: online log 1 thread 1: '/redolog/FRET/redo011_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:06.572916+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:39:06.629638+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:39:06.683168+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:06.737328+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:06.790587+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:39:06.850295+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:39:06.911748+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:06.973288+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_29819338.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:06.984463+01:00 Completed: alter database recover managed standby database disconnect from session,2
2023-10-31T08:39:10.105702+01:00 TT02 (PID:30540068): Clearing ORL LNO:1 complete,2
2023-10-31T08:39:10.108520+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:10.110364+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:30540068): Clearing ORL LNO:2 /redolog/FRET/redo021_1.log Clearing online log 2 of thread 1 sequence number 0,3
2023-10-31T08:39:10.116210+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:10.117851+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 2 of thread 1 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo022_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 2 thread 1: '/redolog/FRET/redo021_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:14.351287+01:00 TT02 (PID:30540068): Clearing ORL LNO:2 complete,0
2023-10-31T08:39:14.354323+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:14.356314+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 TT02 (PID:30540068): Clearing ORL LNO:3 /redolog/FRET/redo033_1.log Clearing online log 3 of thread 1 sequence number 0,3
2023-10-31T08:39:14.362076+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:39:14.364015+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_30540068.trc: ORA-00313: open failed for members of log group 3 of thread 1 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 3 thread 1: '/redolog/FRET/redo033_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
